"Year","Lat","Lon","SST","CPUE"
"2002",34.1135059569695,175.526506433356,17.9631988640739,0
"2002",39.3121254080443,174.549288036889,16.6265709360054,0
"2002",42.8363583454843,174.707125617959,15.5654288327394,59.6110526250477
"2002",26.8405360443706,172.391017714886,13.6336726990931,24.7445433081693
"2002",47.9133754479093,174.131094465625,12.0946694465348,0
"2002",46.0854910794497,176.994075408659,8.89868912269159,0
"2002",46.1148406901853,173.500400404051,10.4578685936688,0
"2002",46.4325056067395,173.955426855511,11.6500528970021,0
"2002",46.5071180617505,176.96675864504,8.10595857733575,0
"2002",38.0693377306779,168.890275384699,5.83129282522038,0
"2002",46.3337219410108,178.515928901811,10.5038714461453,0
"2002",41.7342812138964,177.48180112524,7.90141064610533,0
"2002",44.3039550279857,183.010755888056,8.37766791139905,0
"2002",43.9622756682371,182.428084071676,14.2911698880093,0
"2002",40.5544583517807,182.063321702056,13.8611391161351,0
"2002",39.645352997652,175.599765081993,14.0752776925016,0
"2002",33.818309200297,175.820818785949,15.2322469505738,0
"2002",38.2743176558063,187.736168728349,14.8320395759429,8.62735249919138
"2002",31.7685838694755,181.62493966201,13.3791115741694,0
"2002",39.2340440484783,139.860870448272,15.8636851809249,174.702841951945
"2002",38.0926845160884,141.986563849949,11.2599746852066,0
"2002",33.0558378250196,145.983305133372,12.8964540085987,0
"2002",40.0334992574126,184.916569117064,18.3474661851085,0
"2002",39.0963075830137,179.31984921555,17.6335748926196,0
"2002",42.3354041888193,178.937710441388,16.6241504781143,0
"2002",44.4134491627985,144.240813016341,15.106031989319,6.98136900891041
"2002",46.1912035238289,143.862729022272,15.3394047650126,0
"2002",45.8401879409633,142.238177017262,13.4627726237428,0
"2002",39.8368836272263,190.547303761688,20.963301078805,0
"2002",32.1312011287091,188.558782456959,19.0385515490802,0
"2002",42.3423430613208,152.480892551144,18.9779270788904,0
"2002",33.9746704450785,149.997051267467,16.4542085078903,0
"2002",40.7673133653147,150.735430046372,15.5125407942379,0
"2002",39.0957124498238,186.286783378883,15.2671913480916,0
"2002",43.6734825840582,184.302067610384,14.9101560971725,0
"2002",35.776529195995,181.712864743108,13.9473477409353,0
"2002",46.1587879616258,144.001549776571,17.2700309975203,242.974584891925
"2002",38.9377266242349,144.463411887979,18.0879286333021,219.150414110718
"2002",30.0548848524076,177.772820618262,12.2278360898645,0
"2002",43.2159929390319,176.678549271525,12.6837101739117,0
"2002",31.4232905309674,187.049207679573,11.7174532385642,0
"2002",41.243679762786,153.933510923597,17.2643213517956,45.2189343613034
"2002",40.3900487195798,178.337391434017,10.1740029550866,0
"2002",36.3337453442335,184.176069301191,9.95520357353419,0
"2002",40.9185650421692,144.359623887389,16.9931682544459,390.799748774577
"2002",48.4861155529944,142.326332789449,15.6667993307438,0
"2002",35.2315552746297,155.164057596414,16.7285334685014,0
"2002",39.9223088568825,151.256474360068,15.2438853560028,0
"2002",37.2091168305438,147.719795830785,13.1311351355797,0
"2002",40.052782962531,147.668918087052,13.52082808369,0
"2002",41.3007155111431,148.200876186901,11.452754340517,0
"2002",47.7479095816768,155.354920256087,11.3959270374976,0
"2002",41.6129388131381,153.711058855356,11.9887478211161,0
"2002",40.6615422148381,154.315479907369,11.5912562688746,0
"2002",46.3200839569802,145.052020288813,10.1599165678,0
"2002",43.673039575338,160.30497467035,9.89631499112737,0
"2002",43.260344657375,152.117054981209,12.2282064205556,0
"2002",42.3428620358142,155.996766361605,11.7465141390114,0
"2002",39.8148566670206,156.026537547014,10.1359281100865,0
"2002",39.0127512311788,147.445667022035,14.3405404591556,0
"2002",40.8764239817902,162.456458176313,10.3544690404461,0
"2002",44.1029347072547,157.402804593415,10.7998507578357,0
"2002",34.3022336456097,159.530326306725,19.4085125497937,0
"2002",37.2214914103833,159.307585370052,17.5227314325646,0
"2002",43.7389895703151,153.90137040964,15.904661939259,0
"2002",36.6116816641548,153.714000576637,20.6801859346952,717.912146251582
"2002",38.5640908494043,159.062892394629,17.8256916939038,168.111396912381
"2002",36.4012359207858,163.118310780826,16.2876219251592,322.41597205476
"2002",30.9005548308364,156.070459504068,17.626845201132,369.285849587666
"2002",40.5561633474596,164.432113408112,16.8077291461929,0
"2002",34.8292084545253,160.818151988519,17.0347379441161,200.769583444183
